OrderID,Date,CustomerID,Product,Quantity,UnitPrice,ShippingAddress,PaymentMethod,OrderStatus,TrackingNumber,ItemsInCart,CouponCode,ReferralSource,TotalPrice,CouponWasMissing,TotalPrice_Capped,OrderMonth,OrderDayOfWeek,IsWeekend,UsedCoupon,CartConversionRatio,OrderValueCategory,TotalPrice_Log
ORD200914,2025-02-10,C70352,Desk,1,626.6,955 Main St,Gift Card,Returned,TRK51589589,4,WINTER15,Facebook,626.6,0,626.6,2,Monday,0,1,0.25,Medium,6.441903020858877
ORD200915,2024-02-16,C20643,Laptop,4,502.99,939 Main St,Debit Card,Shipped,TRK30736692,4,WINTER15,Referral,2011.96,0,2011.96,2,Friday,0,1,1.0,High,7.607361554602821
ORD200916,2024-06-21,C35669,Printer,5,578.83,165 Main St,Cash,Returned,TRK13928455,6,FREESHIP,Referral,2894.15,1,2894.15,6,Friday,0,0,0.833,High,7.970792202136327
ORD200917,2025-01-20,C65524,Laptop,5,383.82,836 Main St,Credit Card,Returned,TRK19315310,7,FREESHIP,Google,1919.1,0,1919.1,1,Monday,0,1,0.714,High,7.5601325469988705
ORD200918,2025-06-24,C74359,Laptop,5,368.25,706 Main St,Online,Delivered,TRK18250450,5,FREESHIP,Instagram,1841.25,1,1841.25,6,Tuesday,0,0,1.0,High,7.518742929647109
ORD200919,2025-02-07,C92086,Printer,2,374.6,187 Main St,Online,Shipped,TRK23357668,3,FREESHIP,Referral,749.2,0,749.2,2,Friday,0,1,0.667,Medium,6.620339837647787
ORD200920,2025-03-12,C26137,Tablet,2,428.09,978 Main St,Credit Card,Returned,TRK98110407,6,FREESHIP,Instagram,856.18,1,856.18,3,Wednesday,0,0,0.333,Medium,6.7536479315493505
ORD200921,2023-07-24,C90573,Tablet,1,438.93,144 Main St,Gift Card,Cancelled,TRK90075720,3,SAVE10,Referral,438.93,0,438.93,7,Monday,0,1,0.333,Low,6.086615623346915
ORD200922,2024-06-17,C81857,Desk,2,563.82,487 Main St,Credit Card,Pending,TRK79737732,3,FREESHIP,Instagram,1127.64,1,1127.64,6,Monday,0,0,0.667,Medium,7.028768647047687
ORD200923,2023-02-11,C91582,Printer,3,649.93,836 Main St,Credit Card,Pending,TRK99938245,7,WINTER15,Facebook,1949.79,0,1949.79,2,Saturday,1,1,0.429,High,7.575989697720647
ORD200924,2025-03-22,C81319,Printer,5,268.43,991 Main St,Cash,Returned,TRK55330558,5,SAVE10,Email,1342.15,0,1342.15,3,Saturday,1,1,1.0,High,7.202772880532065
ORD200925,2024-12-20,C78500,Monitor,5,502.47,304 Main St,Online,Shipped,TRK97460884,10,WINTER15,Email,2512.35,0,2512.35,12,Friday,0,1,0.5,High,7.8293718036116395
ORD200926,2024-03-20,C67533,Desk,1,26.95,672 Main St,Cash,Delivered,TRK14566395,1,WINTER15,Email,26.95,0,26.95,3,Wednesday,0,1,1.0,Low,3.3304171996011083
ORD200927,2023-02-14,C35566,Laptop,4,64.69,638 Main St,Debit Card,Shipped,TRK10003020,7,WINTER15,Google,258.76,0,258.76,2,Tuesday,0,1,0.571,Low,5.55975812779459
ORD200928,2024-05-09,C77166,Laptop,3,247.11,821 Main St,Debit Card,Returned,TRK18896595,3,WINTER15,Referral,741.33,0,741.33,5,Thursday,0,1,1.0,Medium,6.60979388823342
ORD200929,2024-10-16,C67936,Tablet,2,536.25,553 Main St,Debit Card,Pending,TRK71803414,3,FREESHIP,Email,1072.5,1,1072.5,10,Wednesday,0,0,0.667,Medium,6.978679617318836
ORD200930,2024-12-16,C59554,Phone,2,456.04,382 Main St,Debit Card,Returned,TRK28182447,4,FREESHIP,Email,912.08,0,912.08,12,Monday,0,1,0.5,Medium,6.816823499976432
ORD200931,2024-01-01,C14005,Printer,2,40.23,623 Main St,Credit Card,Cancelled,TRK87567926,4,SAVE10,Google,80.46,0,80.46,1,Monday,0,1,0.5,Low,4.400112102220266
ORD200932,2023-03-26,C26118,Laptop,2,72.39,168 Main St,Online,Delivered,TRK15334251,7,WINTER15,Instagram,144.78,0,144.78,3,Sunday,1,1,0.286,Low,4.982098635954067
ORD200933,2023-01-26,C59685,Monitor,2,394.16,255 Main St,Online,Shipped,TRK43718093,2,FREESHIP,Referral,788.32,1,788.32,1,Thursday,0,0,1.0,Medium,6.671171815301225
ORD200934,2025-06-01,C40304,Laptop,4,119.84,692 Main St,Gift Card,Shipped,TRK85790948,8,FREESHIP,Referral,479.36,0,479.36,6,Sunday,1,1,0.5,Low,6.174535822792483
ORD200935,2023-11-24,C39593,Phone,3,692.71,398 Main St,Credit Card,Delivered,TRK62405253,3,FREESHIP,Instagram,2078.13,0,2078.13,11,Friday,0,1,1.0,High,7.6397048159656205
ORD200936,2024-01-12,C50612,Chair,4,56.66,737 Main St,Online,Delivered,TRK44140968,4,SAVE10,Instagram,226.64,0,226.64,1,Friday,0,1,1.0,Low,5.4277654337349235
ORD200937,2024-01-16,C39791,Chair,2,298.53,536 Main St,Debit Card,Cancelled,TRK46221436,5,WINTER15,Email,597.06,0,597.06,1,Tuesday,0,1,0.4,Medium,6.393691083365628
ORD200938,2023-07-12,C39017,Chair,3,331.46,696 Main St,Credit Card,Cancelled,TRK91155214,6,WINTER15,Referral,994.3799999999999,0,994.3799999999999,7,Wednesday,0,1,0.5,Medium,6.9031245737974425
ORD200939,2025-04-16,C48510,Laptop,2,521.4,212 Main St,Cash,Delivered,TRK53152886,7,SAVE10,Instagram,1042.8,0,1042.8,4,Wednesday,0,1,0.286,Medium,6.9506231792093125
ORD200940,2023-03-27,C74003,Printer,4,305.32,679 Main St,Online,Cancelled,TRK91525779,4,SAVE10,Google,1221.28,0,1221.28,3,Monday,0,1,1.0,Medium,7.108473246054241
ORD200941,2023-07-17,C91155,Printer,5,111.7,599 Main St,Credit Card,Cancelled,TRK82162952,9,FREESHIP,Email,558.5,0,558.5,7,Monday,0,1,0.556,Medium,6.32704352775198
ORD200942,2023-09-29,C17591,Tablet,1,479.76,882 Main St,Credit Card,Pending,TRK56070470,1,FREESHIP,Email,479.76,1,479.76,9,Friday,0,0,1.0,Low,6.175368185084588
ORD200943,2023-12-27,C43330,Monitor,3,193.49,355 Main St,Gift Card,Returned,TRK71594838,6,FREESHIP,Facebook,580.47,0,580.47,12,Wednesday,0,1,0.5,Medium,6.365559379914201
ORD200944,2024-12-16,C32687,Laptop,2,426.22,448 Main St,Online,Delivered,TRK98284560,7,WINTER15,Google,852.44,0,852.44,12,Monday,0,1,0.286,Medium,6.74927524099365
ORD200945,2023-08-20,C79722,Tablet,5,276.44,619 Main St,Gift Card,Shipped,TRK29976438,10,FREESHIP,Referral,1382.2,0,1382.2,8,Sunday,1,1,0.5,High,7.232154934369081
ORD200946,2024-05-04,C65021,Phone,2,404.96,546 Main St,Cash,Shipped,TRK20626179,4,SAVE10,Email,809.92,0,809.92,5,Saturday,1,1,0.5,Medium,6.698169405599993
ORD200947,2023-09-07,C85520,Phone,4,465.66,119 Main St,Online,Returned,TRK65994177,9,FREESHIP,Email,1862.64,0,1862.64,9,Thursday,0,1,0.444,High,7.5302868435457375
ORD200948,2024-06-21,C94569,Phone,2,594.07,739 Main St,Gift Card,Cancelled,TRK79269291,2,FREESHIP,Google,1188.14,1,1188.14,6,Friday,0,0,1.0,Medium,7.0809856357643115
ORD200949,2023-11-09,C55778,Desk,5,110.38,319 Main St,Cash,Pending,TRK93797108,10,FREESHIP,Referral,551.9,1,551.9,11,Thursday,0,0,0.5,Medium,6.315177153343887
ORD200950,2024-05-31,C19722,Laptop,1,596.24,891 Main St,Credit Card,Returned,TRK78094361,4,FREESHIP,Instagram,596.24,0,596.24,5,Friday,0,1,0.25,Medium,6.392319042658463
ORD200951,2024-07-22,C74928,Printer,2,306.24,589 Main St,Online,Returned,TRK39845914,4,FREESHIP,Email,612.48,0,612.48,7,Monday,0,1,0.5,Medium,6.419147663782579
ORD200952,2025-02-27,C49111,Monitor,3,503.39,225 Main St,Online,Pending,TRK45303393,5,FREESHIP,Facebook,1510.17,1,1510.17,2,Thursday,0,0,0.6,High,7.320639464216826
ORD200953,2023-02-06,C43721,Phone,1,131.61,971 Main St,Cash,Shipped,TRK89392104,2,FREESHIP,Facebook,131.61,0,131.61,2,Monday,0,1,0.5,Low,4.887412489689508
ORD200954,2024-10-22,C68609,Chair,3,443.44,240 Main St,Gift Card,Shipped,TRK58273778,3,FREESHIP,Google,1330.32,0,1330.32,10,Tuesday,0,1,1.0,High,7.193926210234967
ORD200955,2023-01-23,C82068,Chair,1,408.13,164 Main St,Gift Card,Shipped,TRK25779180,3,WINTER15,Instagram,408.13,0,408.13,1,Monday,0,1,0.333,Low,6.014032953950455
ORD200956,2024-04-11,C21191,Phone,2,160.98,381 Main St,Debit Card,Delivered,TRK86246309,3,SAVE10,Referral,321.96,0,321.96,4,Thursday,0,1,0.667,Low,5.777528476544686
ORD200957,2023-01-12,C73575,Monitor,5,643.89,851 Main St,Cash,Returned,TRK23387612,8,WINTER15,Facebook,3219.45,0,3219.45,1,Thursday,0,1,0.625,High,8.07727638032691
ORD200958,2023-05-13,C82685,Desk,3,158.66,537 Main St,Gift Card,Delivered,TRK70184320,7,WINTER15,Email,475.98,0,475.98,5,Saturday,1,1,0.429,Low,6.167474561288134
ORD200959,2024-04-13,C73996,Tablet,2,143.82,856 Main St,Credit Card,Returned,TRK74579570,6,SAVE10,Instagram,287.64,0,287.64,4,Saturday,1,1,0.333,Low,5.665180236874259
ORD200960,2023-12-11,C87687,Laptop,3,379.07,312 Main St,Gift Card,Pending,TRK60383805,3,WINTER15,Google,1137.21,0,1137.21,12,Monday,0,1,1.0,Medium,7.037212131932573
ORD200961,2024-11-11,C55464,Phone,1,601.36,532 Main St,Online,Shipped,TRK81178598,1,FREESHIP,Facebook,601.36,1,601.36,11,Monday,0,0,1.0,Medium,6.400855273218618
ORD200962,2024-09-06,C12459,Phone,2,142.08,838 Main St,Gift Card,Delivered,TRK30674085,4,SAVE10,Referral,284.16,0,284.16,9,Friday,0,1,0.5,Low,5.653050426249428
ORD200963,2024-03-11,C88075,Chair,5,530.34,970 Main St,Online,Shipped,TRK42832976,9,FREESHIP,Google,2651.7,0,2651.7,3,Monday,0,1,0.556,High,7.883333268211163
ORD200964,2023-08-20,C18583,Phone,5,364.42,778 Main St,Credit Card,Cancelled,TRK43084595,10,SAVE10,Referral,1822.1,0,1822.1,8,Sunday,1,1,0.5,High,7.508293627809419
ORD200965,2025-06-18,C70412,Laptop,4,578.28,791 Main St,Gift Card,Cancelled,TRK22192783,5,FREESHIP,Email,2313.12,0,2313.12,6,Wednesday,0,1,0.8,High,7.7467847646631345
ORD200966,2025-05-20,C58503,Monitor,5,280.52,290 Main St,Credit Card,Cancelled,TRK12981657,7,WINTER15,Facebook,1402.6,0,1402.6,5,Tuesday,0,1,0.714,High,7.24679564370906
ORD200967,2025-05-06,C52879,Tablet,5,638.92,502 Main St,Credit Card,Returned,TRK67403284,5,FREESHIP,Google,3194.6,0,3194.6,5,Tuesday,0,1,1.0,High,8.069530142607887
ORD200968,2024-02-08,C67870,Monitor,4,412.2,664 Main St,Credit Card,Shipped,TRK72602178,6,WINTER15,Referral,1648.8,0,1648.8,2,Thursday,0,1,0.667,High,7.408409347426631
ORD200969,2025-06-05,C19439,Desk,1,440.34,675 Main St,Gift Card,Shipped,TRK25383993,2,WINTER15,Facebook,440.34,0,440.34,6,Thursday,0,1,0.5,Low,6.089815553454934
ORD200970,2024-09-07,C72664,Desk,1,627.15,241 Main St,Cash,Delivered,TRK86694331,5,SAVE10,Instagram,627.15,0,627.15,9,Saturday,1,1,0.2,Medium,6.442778991450427
ORD200971,2024-05-27,C32650,Monitor,2,605.26,934 Main St,Cash,Cancelled,TRK66648743,4,WINTER15,Referral,1210.52,0,1210.52,5,Monday,0,1,0.5,Medium,7.099631048580903
ORD200972,2024-06-09,C66438,Laptop,1,90.27,816 Main St,Cash,Delivered,TRK32035271,5,SAVE10,Facebook,90.27,0,90.27,6,Sunday,1,1,0.2,Low,4.513822146528786
ORD200973,2025-06-09,C70010,Desk,5,230.77,141 Main St,Online,Pending,TRK50594008,10,WINTER15,Referral,1153.85,0,1153.85,6,Monday,0,1,0.5,Medium,7.051725744392169
ORD200974,2023-09-27,C30722,Desk,5,266.78,274 Main St,Gift Card,Cancelled,TRK52088168,5,FREESHIP,Email,1333.9,1,1333.9,9,Wednesday,0,0,1.0,High,7.196611661661687
ORD200975,2023-05-18,C70529,Desk,1,105.92,974 Main St,Gift Card,Returned,TRK82165408,6,SAVE10,Email,105.92,0,105.92,5,Thursday,0,1,0.167,Low,4.672080891270718
ORD200976,2024-04-04,C18984,Tablet,3,589.3,650 Main St,Credit Card,Returned,TRK49298239,6,WINTER15,Referral,1767.9,0,1767.9,4,Thursday,0,1,0.5,High,7.4781131634494615
ORD200977,2023-01-28,C85841,Chair,4,649.47,608 Main St,Cash,Pending,TRK99820544,8,SAVE10,Google,2597.88,0,2597.88,1,Saturday,1,1,0.5,High,7.862835861971086
ORD200978,2024-06-25,C41508,Printer,4,107.49,993 Main St,Cash,Delivered,TRK61047536,5,FREESHIP,Google,429.96,1,429.96,6,Tuesday,0,0,0.8,Low,6.066015278372278
ORD200979,2023-05-31,C75018,Monitor,3,669.06,299 Main St,Cash,Delivered,TRK51794806,7,SAVE10,Facebook,2007.18,0,2007.18,5,Wednesday,0,1,0.429,High,7.604984118228329
ORD200980,2023-10-14,C84320,Chair,3,69.65,107 Main St,Cash,Delivered,TRK81093218,7,WINTER15,Instagram,208.95,0,208.95,10,Saturday,1,1,0.429,Low,5.346869407130202
ORD200981,2023-11-26,C12609,Phone,4,136.83,490 Main St,Debit Card,Pending,TRK56379337,8,SAVE10,Email,547.32,0,547.32,11,Sunday,1,1,0.5,Medium,6.306859058126299
ORD200982,2024-09-06,C64935,Monitor,1,304.11,707 Main St,Gift Card,Shipped,TRK42969065,2,SAVE10,Referral,304.11,0,304.11,9,Friday,0,1,0.5,Low,5.720672367324469
ORD200983,2024-11-24,C67528,Monitor,4,296.28,110 Main St,Gift Card,Shipped,TRK60865210,5,SAVE10,Email,1185.12,0,1185.12,11,Sunday,1,1,0.8,Medium,7.078442754877724
ORD200984,2025-02-28,C44176,Desk,1,77.64,706 Main St,Credit Card,Shipped,TRK68704764,1,FREESHIP,Facebook,77.64,0,77.64,2,Friday,0,1,1.0,Low,4.364880475838911
ORD200985,2024-07-20,C92788,Desk,1,243.71,948 Main St,Gift Card,Delivered,TRK83835361,6,SAVE10,Google,243.71,0,243.71,7,Saturday,1,1,0.167,Low,5.500073835980599
ORD200986,2024-09-07,C69213,Laptop,4,644.96,533 Main St,Credit Card,Pending,TRK67837331,7,FREESHIP,Email,2579.84,0,2579.84,9,Saturday,1,1,0.571,High,7.8558702063208905
ORD200987,2025-06-05,C67387,Phone,5,283.73,436 Main St,Gift Card,Pending,TRK54120003,8,FREESHIP,Instagram,1418.65,0,1418.65,6,Thursday,0,1,0.625,High,7.258165641341157
ORD200988,2025-02-04,C90318,Desk,2,629.56,818 Main St,Gift Card,Cancelled,TRK52765043,5,WINTER15,Instagram,1259.12,0,1259.12,2,Tuesday,0,1,0.4,Medium,7.138962233505902
ORD200989,2023-03-23,C49995,Laptop,4,246.11,559 Main St,Credit Card,Pending,TRK33212013,4,SAVE10,Instagram,984.44,0,984.44,3,Thursday,0,1,1.0,Medium,6.893088241938734
ORD200990,2023-11-19,C52313,Phone,2,418.26,913 Main St,Debit Card,Pending,TRK67368559,2,SAVE10,Google,836.52,0,836.52,11,Sunday,1,1,1.0,Medium,6.7304451440110995
ORD200991,2024-05-09,C10211,Desk,5,127.18,598 Main St,Debit Card,Cancelled,TRK68938335,10,FREESHIP,Google,635.9000000000001,0,635.9000000000001,5,Thursday,0,1,0.5,Medium,6.45661265737732
ORD200992,2024-08-27,C97907,Printer,3,586.21,933 Main St,Gift Card,Pending,TRK89637569,4,WINTER15,Referral,1758.63,0,1758.63,8,Tuesday,0,1,0.75,High,7.472858838658619
ORD200993,2024-04-06,C61384,Monitor,3,267.45,576 Main St,Gift Card,Delivered,TRK33323210,5,WINTER15,Instagram,802.3499999999999,0,802.3499999999999,4,Saturday,1,1,0.6,Medium,6.688790484489344
ORD200994,2024-06-27,C27613,Tablet,4,615.65,971 Main St,Debit Card,Delivered,TRK63701318,9,WINTER15,Google,2462.6,0,2462.6,6,Thursday,0,1,0.444,High,7.809378973812888
ORD200995,2023-11-18,C99271,Monitor,2,113.29,959 Main St,Cash,Pending,TRK87832736,5,SAVE10,Facebook,226.58,0,226.58,11,Saturday,1,1,0.4,Low,5.4275018249288625
ORD200996,2024-04-28,C28648,Monitor,4,473.86,101 Main St,Debit Card,Delivered,TRK92240846,7,SAVE10,Facebook,1895.44,0,1895.44,4,Sunday,1,1,0.571,High,7.5477337234020165
ORD200997,2023-11-27,C26210,Laptop,3,444.75,805 Main St,Cash,Delivered,TRK40616861,6,SAVE10,Facebook,1334.25,0,1334.25,11,Monday,0,1,0.5,High,7.19687381921988
ORD200998,2023-05-19,C90350,Phone,2,183.67,783 Main St,Debit Card,Cancelled,TRK22824230,6,SAVE10,Google,367.34,0,367.34,5,Friday,0,1,0.333,Low,5.90900642466746
ORD200999,2023-12-24,C61957,Printer,1,483.38,652 Main St,Cash,Pending,TRK43983841,6,FREESHIP,Google,483.38,0,483.38,12,Sunday,1,1,0.167,Low,6.182869722634979
ORD201000,2023-06-21,C90132,Printer,5,260.93,582 Main St,Online,Delivered,TRK52664903,9,SAVE10,Email,1304.65,0,1304.65,6,Wednesday,0,1,0.556,High,7.174456280045176
ORD201001,2023-12-08,C31371,Printer,2,253.68,122 Main St,Gift Card,Shipped,TRK19554327,6,FREESHIP,Referral,507.36,1,507.36,12,Friday,0,0,0.333,Low,6.231189858013869
ORD201002,2025-06-19,C83911,Tablet,4,699.88,944 Main St,Cash,Pending,TRK33188106,5,WINTER15,Referral,2799.52,0,2799.52,6,Thursday,0,1,0.8,High,7.937560393206247
ORD201003,2023-01-11,C84700,Printer,5,319.97,582 Main St,Cash,Shipped,TRK14706969,7,SAVE10,Google,1599.85,0,1599.85,1,Wednesday,0,1,0.714,High,7.378290017164549
ORD201004,2025-06-09,C87529,Chair,4,246.91,296 Main St,Online,Pending,TRK15739505,8,SAVE10,Referral,987.64,0,987.64,6,Monday,0,1,0.5,Medium,6.896330261312669
ORD201005,2023-03-02,C38065,Printer,3,392.85,426 Main St,Credit Card,Returned,TRK11448295,6,FREESHIP,Google,1178.55,1,1178.55,3,Thursday,0,0,0.5,Medium,7.072888288792841
ORD201006,2024-05-27,C27435,Tablet,5,420.98,860 Main St,Cash,Delivered,TRK91458233,7,SAVE10,Facebook,2104.9,0,2104.9,5,Monday,0,1,0.714,High,7.652498208185733
ORD201007,2024-03-20,C46651,Monitor,2,73.26,839 Main St,Cash,Pending,TRK60444502,4,WINTER15,Facebook,146.52,0,146.52,3,Wednesday,0,1,0.5,Low,4.993963759808284
ORD201008,2023-01-13,C62557,Monitor,3,410.88,257 Main St,Cash,Delivered,TRK12742366,8,FREESHIP,Instagram,1232.64,0,1232.64,1,Friday,0,1,0.375,Medium,7.1177244277049025
ORD201009,2023-09-02,C54494,Tablet,2,176.46,696 Main St,Credit Card,Delivered,TRK95958645,2,FREESHIP,Email,352.92,0,352.92,9,Saturday,1,1,1.0,Low,5.8690708988939155
ORD201010,2023-03-31,C33729,Monitor,3,659.57,533 Main St,Credit Card,Cancelled,TRK35649833,6,SAVE10,Email,1978.71,0,1978.71,3,Friday,0,1,0.5,High,7.590705648315122
ORD201011,2024-12-03,C47823,Phone,2,478.36,654 Main St,Online,Shipped,TRK22271097,3,FREESHIP,Google,956.72,1,956.72,12,Tuesday,0,0,0.667,Medium,6.864555459675918
ORD201012,2024-12-03,C84570,Printer,4,30.05,301 Main St,Online,Returned,TRK12551882,6,FREESHIP,Facebook,120.2,1,120.2,12,Tuesday,0,0,0.667,Low,4.797442073635214
ORD201013,2025-04-26,C91123,Laptop,4,300.56,842 Main St,Cash,Cancelled,TRK49568409,9,FREESHIP,Facebook,1202.24,0,1202.24,4,Saturday,1,1,0.444,Medium,7.092773197323834
ORD201014,2024-02-04,C92548,Tablet,5,226.45,160 Main St,Debit Card,Returned,TRK21682892,6,FREESHIP,Email,1132.25,0,1132.25,2,Sunday,1,1,0.833,Medium,7.032844889820959
ORD201015,2024-01-26,C97454,Printer,2,349.4,892 Main St,Online,Shipped,TRK73249329,2,SAVE10,Instagram,698.8,0,698.8,1,Friday,0,1,1.0,Medium,6.550794579933587
ORD201016,2023-12-29,C20257,Tablet,5,268.78,669 Main St,Debit Card,Delivered,TRK62135578,7,WINTER15,Email,1343.9,0,1343.9,12,Friday,0,1,0.714,High,7.204074939829503
ORD201017,2024-08-25,C51694,Chair,2,680.85,953 Main St,Gift Card,Delivered,TRK83122112,6,FREESHIP,Referral,1361.7,0,1361.7,8,Sunday,1,1,0.333,High,7.217223304755775
ORD201018,2023-07-08,C77499,Laptop,3,182.48,209 Main St,Cash,Delivered,TRK20703086,3,FREESHIP,Instagram,547.4399999999999,1,547.4399999999999,7,Saturday,1,0,1.0,Medium,6.3070778844884545
ORD201019,2024-04-06,C28386,Desk,1,277.09,293 Main St,Cash,Returned,TRK32954229,2,SAVE10,Referral,277.09,0,277.09,4,Saturday,1,1,0.5,Low,5.627944802305019
ORD201020,2024-04-22,C50211,Tablet,2,26.5,312 Main St,Online,Delivered,TRK47787981,3,SAVE10,Instagram,53.0,0,53.0,4,Monday,0,1,0.667,Low,3.9889840465642745
ORD201021,2023-10-23,C74519,Phone,3,315.27,309 Main St,Credit Card,Cancelled,TRK97351945,4,SAVE10,Email,945.81,0,945.81,10,Monday,0,1,0.75,Medium,6.853098439476744
ORD201022,2025-02-24,C19071,Tablet,3,450.98,396 Main St,Credit Card,Shipped,TRK66537096,8,SAVE10,Referral,1352.94,0,1352.94,2,Monday,0,1,0.375,High,7.210774139344131
ORD201023,2024-09-23,C65251,Laptop,5,233.67,291 Main St,Cash,Shipped,TRK32059025,10,FREESHIP,Referral,1168.35,1,1168.35,9,Monday,0,0,0.5,Medium,7.0642033178580785
ORD201024,2024-01-29,C90612,Chair,3,367.75,731 Main St,Cash,Pending,TRK93022878,7,FREESHIP,Facebook,1103.25,0,1103.25,1,Monday,0,1,0.429,Medium,7.006921650476636
ORD201025,2025-05-17,C28406,Chair,1,23.53,174 Main St,Gift Card,Delivered,TRK98841457,2,FREESHIP,Instagram,23.53,0,23.53,5,Saturday,1,1,0.5,Low,3.199896858270398
ORD201026,2023-05-01,C55454,Monitor,1,677.48,807 Main St,Online,Delivered,TRK13281370,1,WINTER15,Facebook,677.48,0,677.48,5,Monday,0,1,1.0,Medium,6.519855002053444
ORD201027,2024-05-21,C93467,Laptop,4,554.83,983 Main St,Cash,Returned,TRK77377373,6,FREESHIP,Google,2219.32,1,2219.32,5,Tuesday,0,0,0.667,High,7.705406608622701
ORD201028,2023-02-17,C60042,Desk,4,440.31,610 Main St,Cash,Cancelled,TRK84651559,6,FREESHIP,Instagram,1761.24,1,1761.24,2,Friday,0,0,0.667,High,7.474341006074117
ORD201029,2025-03-01,C44733,Desk,1,87.06,851 Main St,Credit Card,Shipped,TRK41500198,4,FREESHIP,Email,87.06,0,87.06,3,Saturday,1,1,0.25,Low,4.478018400327608
ORD201030,2023-10-02,C61773,Phone,4,245.28,176 Main St,Credit Card,Delivered,TRK12936357,6,WINTER15,Email,981.12,0,981.12,10,Monday,0,1,0.667,Medium,6.889713500481372
ORD201031,2023-02-28,C59183,Phone,5,664.51,136 Main St,Debit Card,Pending,TRK18129706,8,SAVE10,Email,3322.55,0,3322.55,2,Tuesday,0,1,0.625,High,8.108788767749395
ORD201032,2023-04-20,C26188,Chair,1,618.68,990 Main St,Online,Delivered,TRK61634201,6,WINTER15,Referral,618.68,0,618.68,4,Thursday,0,1,0.167,Medium,6.429203215766442
ORD201033,2024-12-24,C20338,Monitor,1,370.85,331 Main St,Gift Card,Delivered,TRK30654048,2,FREESHIP,Referral,370.85,0,370.85,12,Tuesday,0,1,0.5,Low,5.918490547149309
ORD201034,2024-06-16,C84524,Printer,4,517.98,766 Main St,Cash,Cancelled,TRK76751888,8,FREESHIP,Facebook,2071.92,0,2071.92,6,Sunday,1,1,0.5,High,7.636713520277701
ORD201035,2023-11-12,C70315,Laptop,4,506.11,911 Main St,Cash,Cancelled,TRK97732085,5,FREESHIP,Referral,2024.44,1,2024.44,11,Sunday,1,0,0.8,High,7.613542239888518
ORD201036,2024-05-31,C98278,Phone,3,413.83,552 Main St,Gift Card,Shipped,TRK49684737,8,SAVE10,Facebook,1241.49,0,1241.49,5,Friday,0,1,0.375,Medium,7.124872709648658
ORD201037,2023-12-13,C32347,Printer,1,249.81,408 Main St,Cash,Pending,TRK54073964,1,SAVE10,Google,249.81,0,249.81,12,Wednesday,0,1,1.0,Low,5.524695680372176
ORD201038,2025-03-15,C77961,Tablet,3,362.53,422 Main St,Debit Card,Returned,TRK28969024,5,FREESHIP,Facebook,1087.59,1,1087.59,3,Saturday,1,0,0.6,Medium,6.992638559847307
ORD201039,2025-06-28,C49137,Desk,2,299.23,177 Main St,Credit Card,Cancelled,TRK79362428,2,WINTER15,Instagram,598.46,0,598.46,6,Saturday,1,1,1.0,Medium,6.396029249972982
ORD201040,2023-11-15,C13169,Tablet,1,536.07,932 Main St,Debit Card,Delivered,TRK66288666,5,FREESHIP,Google,536.07,0,536.07,11,Wednesday,0,1,0.2,Medium,6.286128439831049
ORD201041,2023-02-11,C21167,Monitor,4,558.9,948 Main St,Gift Card,Shipped,TRK97737564,9,WINTER15,Google,2235.6,0,2235.6,2,Saturday,1,1,0.444,High,7.712712134594088
ORD201042,2024-12-09,C59724,Tablet,2,409.75,414 Main St,Debit Card,Shipped,TRK67878272,2,WINTER15,Facebook,819.5,0,819.5,12,Monday,0,1,1.0,Medium,6.709913910530146
ORD201043,2025-01-11,C43965,Tablet,2,179.96,675 Main St,Gift Card,Shipped,TRK94346739,5,FREESHIP,Instagram,359.92,1,359.92,1,Saturday,1,0,0.4,Low,5.8886563271263
ORD201044,2025-06-22,C63018,Printer,1,38.49,215 Main St,Credit Card,Delivered,TRK52335337,4,FREESHIP,Referral,38.49,0,38.49,6,Sunday,1,1,0.25,Low,3.676047475298558
ORD201045,2024-09-20,C11893,Laptop,5,316.4,671 Main St,Gift Card,Returned,TRK72012758,7,FREESHIP,Email,1582.0,1,1582.0,9,Friday,0,0,0.714,High,7.367077059881012
ORD201046,2024-10-07,C85421,Tablet,3,547.15,466 Main St,Online,Shipped,TRK16524006,4,WINTER15,Instagram,1641.45,0,1641.45,10,Monday,0,1,0.75,High,7.403944308495112
ORD201047,2023-06-23,C81726,Chair,4,540.34,394 Main St,Gift Card,Shipped,TRK69872994,6,WINTER15,Referral,2161.36,0,2161.36,6,Friday,0,1,0.667,High,7.678955496825925
ORD201048,2024-09-09,C57601,Monitor,4,73.65,889 Main St,Debit Card,Shipped,TRK21153699,9,FREESHIP,Google,294.6,1,294.6,9,Monday,0,0,0.444,Low,5.689007189074046
ORD201049,2024-07-18,C60575,Desk,5,391.86,587 Main St,Credit Card,Shipped,TRK44468232,6,FREESHIP,Instagram,1959.3,1,1959.3,7,Thursday,0,0,0.833,High,7.580852801736379
ORD201050,2023-08-20,C70659,Laptop,5,69.7,722 Main St,Online,Returned,TRK49663597,9,FREESHIP,Instagram,348.5,1,348.5,8,Sunday,1,0,0.556,Low,5.856503561673865
ORD201051,2025-03-05,C35043,Monitor,5,26.43,820 Main St,Gift Card,Shipped,TRK65097450,5,FREESHIP,Facebook,132.15,0,132.15,3,Wednesday,0,1,1.0,Low,4.891476312259941
